# R_ang  theta_rad  Veff_hartree
    1.500000   0.04958315  6.8820809615277471e+02
    1.500000   0.11381403  3.8475775992910332e+02
    1.500000   0.17842421  1.5458170917540161e+02
    1.500000   0.24312010  5.0883394988585991e+01
    1.500000   0.30784849  1.5218423776287263e+01
    1.500000   0.37259260  4.6592405160016872e+00
    1.500000   0.43734549  1.7986557001344867e+00
    1.500000   0.50210377  1.0351441772062915e+00
    1.500000   0.56686560  7.8344746197987947e-01
    1.500000   0.63162987  6.4326824309438335e-01
    1.500000   0.69639591  5.2966021745570391e-01
    1.500000   0.76116325  4.3081623606389180e-01
    1.500000   0.82593158  3.4717078542180380e-01
    1.500000   0.89070068  2.7882768375916478e-01
    1.500000   0.95547037  2.2438077990958138e-01
    1.500000   1.02024053  1.8168168162772239e-01
    1.500000   1.08501108  1.4851037480297655e-01
    1.500000   1.14978193  1.2291145294735252e-01
    1.500000   1.21455301  1.0330230330427012e-01
    1.500000   1.27932429  8.8467040006326589e-02
    1.500000   1.34409571  7.7506343765575761e-02
    1.500000   1.40886724  6.9778748807145893e-02
    1.500000   1.47363885  6.4848852237612317e-02
    1.500000   1.53841049  6.2447905479677886e-02
    1.500000   1.60318216  6.2447904943507021e-02
    1.500000   1.66795381  6.4848850726371421e-02
    1.500000   1.73272541  6.9778746649122786e-02
    1.500000   1.79749694  7.7506341640560833e-02
    1.500000   1.86226837  8.8467039187028099e-02
    1.500000   1.92703964  1.0330230609479629e-01
    1.500000   1.99181073  1.2291146346246544e-01
    1.500000   2.05658157  1.4851040035574470e-01
    1.500000   2.12135212  1.8168173522841483e-01
    1.500000   2.18612229  2.2438088483655347e-01
    1.500000   2.25089198  2.7882788207573350e-01
    1.500000   2.31566107  3.4717115417945804e-01
    1.500000   2.38042940  4.3081691884404999e-01
    1.500000   2.44519674  5.2966148732051610e-01
    1.500000   2.50996278  6.4327063161599152e-01
    1.500000   2.57472706  7.8345203115176876e-01
    1.500000   2.63948889  1.0351531084470247e+00
    1.500000   2.70424717  1.7986736016867240e+00
    1.500000   2.76900006  4.6592773684107271e+00
    1.500000   2.83374417  1.5218501502284784e+01
    1.500000   2.89847256  5.0883561027766554e+01
    1.500000   2.96316844  1.5458205736755883e+02
    1.500000   3.02777863  3.8475842829057740e+02
    1.500000   3.09200950  6.8820913567201740e+02
    1.550000   0.04958315  2.4651726904916865e+02
    1.550000   0.11381403  1.5076726970309048e+02
    1.550000   0.17842421  6.8297322623252555e+01
    1.550000   0.24312010  2.5457218449102729e+01
    1.550000   0.30784849  8.6863224050433914e+00
    1.550000   0.37259260  3.1332713092887783e+00
    1.550000   0.43734549  1.4522576757001353e+00
    1.550000   0.50210377  9.2959438069401712e-01
    1.550000   0.56686560  7.1652169826425471e-01
    1.550000   0.63162987  5.8187854384220095e-01
    1.550000   0.69639591  4.7293520927256805e-01
    1.550000   0.76116325  3.8090205443993336e-01
    1.550000   0.82593158  3.0475540667476392e-01
    1.550000   0.89070068  2.4340723860245328e-01
    1.550000   0.95547037  1.9494790652278085e-01
    1.550000   1.02024053  1.5714656456251017e-01
    1.550000   1.08501108  1.2788475782766329e-01
    1.550000   1.14978193  1.0536202791799580e-01
    1.550000   1.21455301  8.8145712024010739e-02
    1.550000   1.27932429  7.5144240995420400e-02
    1.550000   1.34409571  6.5553365202375855e-02
    1.550000   1.40886724  5.8800289834861519e-02
    1.550000   1.47363885  5.4496330769389721e-02
    1.550000   1.53841049  5.2401517584307250e-02
    1.550000   1.60318216  5.2401517185099000e-02
    1.550000   1.66795381  5.4496329646675043e-02
    1.550000   1.73272541  5.8800288241721510e-02
    1.550000   1.79749694  6.5553363663668818e-02
    1.550000   1.86226837  7.5144240495160108e-02
    1.550000   1.92703964  8.8145714345207765e-02
    1.550000   1.99181073  1.0536203624519121e-01
    1.550000   2.05658157  1.2788477781638077e-01
    1.550000   2.12135212  1.5714660625635624e-01
    1.550000   2.18612229  1.9494798783862566e-01
    1.550000   2.25089198  2.4340739177130621e-01
    1.550000   2.31566107  3.0475569036350308e-01
    1.550000   2.38042940  3.8090257701453417e-01
    1.550000   2.44519674  4.7293617436647878e-01
    1.550000   2.50996278  5.8188034148086143e-01
    1.550000   2.57472706  7.1652509070150483e-01
    1.550000   2.63948889  9.2960088757546044e-01
    1.550000   2.70424717  1.4522703787384996e+00
    1.550000   2.76900006  3.1332965163968822e+00
    1.550000   2.83374417  8.6863729196012773e+00
    1.550000   2.89847256  2.5457319050803065e+01
    1.550000   2.96316844  6.8297515127387840e+01
    1.550000   3.02777863  1.5076760247028420e+02
    1.550000   3.09200950  2.4651774385032959e+02
    1.600000   0.04958315  9.5934642387970726e+01
    1.600000   0.11381403  6.2805926426694420e+01
    1.600000   0.17842421  3.1417825690394157e+01
    1.600000   0.24312010  1.3154236905615271e+01
    1.600000   0.30784849  5.1594043733702479e+00
    1.600000   0.37259260  2.2112118211823257e+00
    1.600000   0.43734549  1.2026625587774646e+00
    1.600000   0.50210377  8.3066595312906510e-01
    1.600000   0.56686560  6.4729339866036950e-01
    1.600000   0.63162987  5.2095804123450984e-01
    1.600000   0.69639591  4.1902656917657127e-01
    1.600000   0.76116325  3.3473009451845387e-01
    1.600000   0.82593158  2.6616388938368279e-01
    1.600000   0.89070068  2.1153167314264540e-01
    1.600000   0.95547037  1.6867544202841434e-01
    1.600000   1.02024053  1.3539335098476551e-01
    1.600000   1.08501108  1.0970875254962134e-01
